Date,Price,Open,High,Low,Vol.,Change %
22-Mar-17,959,"1,028.80","1,029.80",913.7,1.43K,-6.78%
21-Mar-17,"1,028.80",971.9,"1,039.00",970.2,1.38K,5.85%
20-Mar-17,971.9,946.8,980.9,935.4,1.13K,2.65%
19-Mar-17,946.8,900,995.2,898.3,1.43K,5.20%
18-Mar-17,900,996,"1,022.80",864,2.44K,-9.64%
17-Mar-17,996,"1,096.10","1,100.00",990,2.18K,-9.13%
16-Mar-17,"1,096.10","1,174.00","1,184.50","1,042.50",1.91K,-6.64%
15-Mar-17,"1,174.00","1,177.30","1,187.20","1,167.70",0.76K,-0.28%
14-Mar-17,"1,177.30","1,175.90","1,188.30","1,160.00",0.78K,0.12%
13-Mar-17,"1,175.90","1,157.10","1,176.10","1,138.30",0.86K,1.62%
12-Mar-17,"1,157.10","1,111.50","1,161.90","1,105.30",0.52K,4.10%
11-Mar-17,"1,111.50","1,044.70","1,148.00","1,038.60",0.95K,6.39%
10-Mar-17,"1,044.70","1,129.80","1,350.00",920,2.47K,-7.53%
9-Mar-17,"1,129.80","1,084.70","1,150.00","1,071.90",1.08K,4.16%
8-Mar-17,"1,084.70","1,171.70","1,179.60","1,083.00",1.46K,-7.43%
7-Mar-17,"1,171.70","1,215.60","1,224.40","1,123.60",1.15K,-3.61%
6-Mar-17,"1,215.60","1,202.20","1,219.80","1,195.10",0.61K,1.11%
5-Mar-17,"1,202.20","1,200.00","1,209.90","1,172.70",0.29K,0.18%
4-Mar-17,"1,200.00","1,216.00","1,222.00","1,159.00",0.51K,-1.32%
3-Mar-17,"1,216.00","1,200.60","1,235.00","1,192.40",0.84K,1.28%
2-Mar-17,"1,200.60","1,166.50","1,236.40","1,156.20",0.80K,2.92%
1-Mar-17,"1,166.50","1,128.40","1,179.20","1,122.90",0.86K,3.38%
28-Feb-17,"1,128.40","1,128.80","1,142.00","1,121.00",0.51K,-0.04%
27-Feb-17,"1,128.80","1,118.00","1,137.00","1,115.60",0.65K,0.97%
26-Feb-17,"1,118.00","1,094.60","1,122.40","1,071.00",0.32K,2.13%
25-Feb-17,"1,094.60","1,123.40","1,125.20","1,060.80",0.52K,-2.56%
24-Feb-17,"1,123.40","1,115.30","1,156.30",990.2,1.29K,0.73%
23-Feb-17,"1,115.30","1,072.50","1,135.40","1,070.00",0.88K,3.99%
22-Feb-17,"1,072.50","1,068.80","1,080.20","1,050.00",0.69K,0.34%
21-Feb-17,"1,068.80","1,023.00","1,074.90","1,017.70",0.89K,4.48%
20-Feb-17,"1,023.00",994.5,"1,030.00",993.1,0.50K,2.87%
19-Feb-17,994.5,"1,002.20","1,003.40",988.8,0.39K,-0.77%
18-Feb-17,"1,002.20",995,"1,008.40",990,0.43K,0.72%
17-Feb-17,995,974.2,999.6,973.3,0.64K,2.14%
16-Feb-17,974.2,960.7,981,958.7,0.62K,1.40%
15-Feb-17,960.7,955.9,964.6,954.6,0.47K,0.51%
14-Feb-17,955.9,946.5,964.1,941.5,0.58K,0.99%
13-Feb-17,946.5,950,957.9,930,0.68K,-0.37%
12-Feb-17,950,955.4,960,950,0.23K,-0.56%
11-Feb-17,955.4,945.6,960,941.5,0.31K,1.04%
10-Feb-17,945.6,924.7,950,903.6,0.71K,2.26%
